user_id,biased_avg_view_count,biased_avg_credibility,biased_avg_info_density,biased_avg_clickbait,biased_avg_manipulation,debiased_avg_view_count,debiased_avg_credibility,debiased_avg_info_density,debiased_avg_clickbait,debiased_avg_manipulation,delta_view_count,delta_credibility,delta_info_density,delta_clickbait,delta_manipulation
40d07d7c-cabf-4ed2-9b11-29c4447a1d01,2993085.0,0.67,0.52,0.32132999999999995,0.22493,3059540.4,0.67,0.58,0.30421,0.21295000000000003,66455.3999999999,0.0,0.05999999999999994,-0.01711999999999997,-0.011979999999999963
dff31e38-da8f-45b0-96c2-de27e7ea80df,1825321.4,0.6100000000000001,0.76,0.32733,0.22913,1078811.1,0.5800000000000001,0.62,0.33835000000000004,0.23685,-746510.2999999998,-0.030000000000000027,-0.14,0.01102000000000003,0.007720000000000005
4bb2a8fb-d54c-4d22-b05a-25edf0c9c61a,1194050.7,0.67,0.7799999999999999,0.32055,0.22439,2115434.9,0.6100000000000001,0.7,0.31640999999999997,0.22147999999999998,921384.2,-0.05999999999999994,-0.07999999999999996,-0.0041400000000000325,-0.0029100000000000237
c9ea5e10-f415-4067-a38a-1c055bbfe694,793718.0,0.6500000000000001,0.62,0.33252,0.23277,793718.0,0.65,0.6199999999999999,0.3325199999999999,0.23276999999999998,0.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-5.551115123125783e-17,-2.7755575615628914e-17
4c10b3dd-0247-479f-9e38-f73641c4dd9c,1537155.6,0.7,0.8,0.31515,0.22061000000000003,1367839.5,0.67,0.6799999999999999,0.31514999999999993,0.22061000000000003,-169316.1000000001,-0.029999999999999916,-0.1200000000000001,-5.551115123125783e-17,0.0
b454cf9f-4c54-4972-a90c-52d3dee5a13e,2418544.9,0.7,0.6199999999999999,0.32499999999999996,0.22749999999999998,2748575.3,0.7,0.5999999999999999,0.33499999999999996,0.23450000000000001,330030.3999999999,0.0,-0.020000000000000018,0.010000000000000009,0.007000000000000034
eb6b770c-369a-4194-b682-6ff523385b29,2173288.2,0.67,0.6399999999999999,0.32134999999999997,0.22494999999999998,2173288.2,0.67,0.6399999999999999,0.32134999999999997,0.22494999999999998,0.0,0.0,0.0,0.0,0.0
b1fed724-36db-4357-ba2f-3436377f153c,4499751.9,0.5200000000000001,0.44000000000000006,0.31499999999999995,0.2205,2586208.8,0.4900000000000001,0.4,0.32516999999999996,0.22762,-1913543.1000000006,-0.030000000000000027,-0.040000000000000036,0.010170000000000012,0.0071199999999999875
c384df9f-968e-490c-bbc3-e959b67da968,1079800.4,0.7,0.6799999999999999,0.32614,0.2283,721471.8,0.7,0.6799999999999999,0.32778999999999997,0.22945000000000002,-358328.59999999986,0.0,0.0,0.0016499999999999848,0.0011500000000000121
2fb946ff-b1d9-4779-8499-fdc9f17860c1,159651.3,0.67,0.7200000000000001,0.31666999999999995,0.22166999999999998,1045206.4,0.64,0.6399999999999999,0.33167,0.23217000000000004,885555.1000000001,-0.030000000000000027,-0.08000000000000018,0.015000000000000069,0.010500000000000065
0d456824-f6ec-4f81-8679-a4d46df1e1df,2060760.8,0.7,0.7,0.31879,0.22316000000000003,878127.9,0.71,0.5799999999999998,0.31514999999999993,0.22061000000000003,-1182632.9,0.010000000000000009,-0.1200000000000001,-0.0036400000000000876,-0.0025499999999999967
b8da9315-2cff-44d5-b07e-22907e1f819c,1382875.7,0.5800000000000001,0.62,0.34532999999999997,0.24173,1907584.6,0.55,0.58,0.32204,0.22542,524708.9000000001,-0.030000000000000027,-0.040000000000000036,-0.023289999999999977,-0.01630999999999999
b6dbadb3-b2a5-4170-848c-14d7072b719d,911978.2,0.67,0.8,0.31999999999999995,0.22399999999999998,1120691.2,0.5800000000000001,0.72,0.31999999999999995,0.22399999999999998,208713.0,-0.08999999999999997,-0.08000000000000007,0.0,0.0
00c0bdca-42ea-4fad-b549-5e779bcd3b6c,2211417.0,0.5800000000000001,0.48,0.31267,0.21886999999999998,2211417.0,0.5800000000000001,0.48,0.31267,0.21886999999999998,0.0,0.0,0.0,0.0,0.0
81df788a-dadb-43df-b868-6f3485246ffb,2396925.7,0.5800000000000001,0.48,0.32399999999999995,0.22679999999999997,2505766.1,0.6900000000000001,0.72,0.33499999999999996,0.23450000000000001,108840.3999999999,0.10999999999999999,0.24,0.01100000000000001,0.00770000000000004
312d30c0-8b77-47a0-8e3c-d5e3e8a3c8ed,727071.8,0.6100000000000001,0.4600000000000001,0.34176999999999996,0.23923999999999998,727071.8,0.6100000000000001,0.45999999999999996,0.34176999999999996,0.23923999999999998,0.0,0.0,-1.1102230246251565e-16,0.0,0.0
a0e96eb5-df5d-472a-85b9-ace1bda0f681,2814662.1,0.64,0.42000000000000004,0.32488,0.22742,364854.4,0.52,0.4,0.31821,0.22275,-2449807.7,-0.12,-0.020000000000000018,-0.006670000000000009,-0.0046700000000000075
4b5d5c07-0962-42e5-95bb-2ea9fcda1546,1014509.1,0.45999999999999996,0.4600000000000001,0.32749999999999996,0.22925000000000004,709571.3,0.5200000000000001,0.54,0.33666999999999997,0.23567,-304937.79999999993,0.060000000000000164,0.07999999999999996,0.009170000000000011,0.0064199999999999535
cc3b3070-dd8f-4c49-96c2-ce3237196fb8,834065.6,0.67,0.64,0.33819,0.23672999999999997,1136004.4,0.6500000000000001,0.6799999999999999,0.32989999999999997,0.23093,301938.79999999993,-0.019999999999999907,0.039999999999999925,-0.00829000000000002,-0.005799999999999972
8f3a2e07-16c7-4a8b-855b-e7aa0ef0183c,1933578.5,0.64,0.6799999999999999,0.324,0.22679999999999997,1230539.2,0.6100000000000001,0.56,0.33208,0.23245,-703039.3,-0.029999999999999916,-0.11999999999999988,0.008079999999999976,0.005650000000000016
9e0ceab5-ee4e-450a-8e0f-4239ad3ab230,3257176.0,0.6100000000000001,0.5400000000000001,0.31500000000000006,0.2205,4315539.5,0.4600000000000001,0.4,0.329,0.2303,1058363.5,-0.15000000000000002,-0.14000000000000012,0.013999999999999957,0.009800000000000003
c0eb6fbe-10c0-48df-8765-26c81fff60a3,3072365.3,0.64,0.68,0.35256,0.24679,3169904.8,0.67,0.72,0.35756,0.25029,97539.5,0.030000000000000027,0.039999999999999925,0.0050000000000000044,0.003500000000000003
43bc2f14-6c00-4109-80a3-ed7ae9350ecb,564334.9,0.64,0.5,0.31399999999999995,0.2198,504757.4,0.67,0.4800000000000001,0.31399999999999995,0.2198,-59577.5,0.030000000000000027,-0.019999999999999907,0.0,0.0
50578058-4ca3-4b7e-a20e-190fc231b2fd,1198317.1,0.67,0.6799999999999999,0.31832999999999995,0.22283,781320.6,0.5800000000000001,0.6399999999999999,0.33254,0.23278,-416996.5000000001,-0.08999999999999997,-0.040000000000000036,0.014210000000000056,0.009949999999999987
60b69951-6431-486a-a54d-1a427c4bde08,2942730.0,0.6100000000000001,0.6000000000000001,0.31570999999999994,0.221,2373649.8,0.49000000000000005,0.44000000000000006,0.32821,0.22974999999999998,-569080.2000000002,-0.12000000000000005,-0.16000000000000003,0.012500000000000067,0.00874999999999998
d4733d19-104f-46a9-ba6e-924fa38d8050,2304877.2,0.6100000000000001,0.5000000000000001,0.33626999999999996,0.23539,2304877.2,0.6100000000000001,0.5000000000000001,0.33626999999999996,0.23539000000000004,0.0,0.0,0.0,0.0,5.551115123125783e-17
66deef0c-fdfc-4022-8ed8-0ebad9863f5a,2567288.6,0.6100000000000001,0.6000000000000001,0.3230799999999999,0.22615,2063222.5,0.6100000000000001,0.5800000000000001,0.33308,0.23315000000000002,-504066.1000000001,0.0,-0.020000000000000018,0.010000000000000064,0.007000000000000034
bd81ae81-8522-4861-a6e8-6b8a3fd4c4d6,2660732.3,0.67,0.64,0.3555,0.24884999999999996,2241298.5,0.67,0.6799999999999999,0.35883,0.25118,-419433.7999999998,0.0,0.039999999999999925,0.0033299999999999996,0.0023300000000000542
487815e7-1dbf-4eb3-8184-8b53c9ae5f9d,1901049.2,0.64,0.6199999999999999,0.33229999999999993,0.23260999999999998,1728099.9,0.6100000000000001,0.58,0.33865999999999996,0.23705999999999997,-172949.30000000005,-0.029999999999999916,-0.039999999999999925,0.006360000000000032,0.004449999999999982
963a6e5f-f58f-4412-8fd1-948e83d3d74c,1388060.1,0.64,0.6399999999999999,0.33197,0.23237999999999998,1688729.5,0.6100000000000001,0.64,0.32975,0.23081999999999997,300669.3999999999,-0.029999999999999916,1.1102230246251565e-16,-0.0022199999999999998,-0.0015600000000000058
